"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Kuwait","KWT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20520","20870","21480","19680","16870","17980","18670","18930","22600","28100","34560","41480","47580","51710","45300","42160","43840","50660","53060","50750","42530","36880","31660","34290","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","465.043727766919","476.90407960025","513.481027434582","546.391011017153","579.191508380555","632.53663835822","698.635098919782","858.387811846125","1092.44573884781","1287.64788244457","1363.64890514487","1405.40586398562","1525.4647778235","1787.15780291841","2092.03551731097","2241.26991130269","2130.51722230728","1881.29847714447","1794.57197213344","1764.94824822227","1835.69480144814","1962.32407645124","2080.73867784547","2183.18793774799","2285.1055031858","2647.43309803916","2925.48107942012","3149.89040788477","3378.52641191035","3591.12053108856","3883.57719694535","4159.93291398215","4137.02728634174","3929.11021474846","4021.23021155234","3904.9119909945","3650.69739455307","3635.59630698443","3929.13200585698","4401.64276158844","5083.34026608747","5946.58956538672","6870.32162521711","7045.13546746993","7832.40306407867","8636.34013264362","9513.95763967368","9892.77877115829","9782.52288185618","8941.41743863432","8201.94213445763","8060.88396101191","8312.95399783899","8355.00645549344",
"Lao PDR","LAO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","550","430","250","210","190","210","250","280","310","350","380","370","310","290","280","310","320","340","390","460","510","620","750","890","1000","1140","1370","1610","1820","1970","2120","2240","2450","2570",
"Lebanon","LBN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1700","1920","2220","2610","3160","3720","4000","4250","4490","4600","4460","4200","3790","4730","4890","4860","5410","6060","6870","7470","7560","7560","7640","7550","7280","7230","7470","7720","7600",
"Liberia","LBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","180","210","250","290","330","390","430","460","520","560","630","630","630","620","620","610","580",
"Libya","LBY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5170","5160","5140","6860","8600","10400","12200","12090","12380","4690","11550","10750","7610","5690","4550","5410","6800","7640",
"St. Lucia","LCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1530","1510","1660","1940","2500","2830","3330","3570","3730","3850","4400","4410","4510","4660","4850","4760","4930","5150","5250","4990","5010","5370","6000","6230","7260","7500","8090","8020","8170","8820","8860","8790","8840","8730","9440","10070","10640","11020",
"Latin America & Caribbean","LCN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","489.842531002818","501.44189509328","537.601508276475","572.731988219453","609.089573865778","667.740232379235","735.51283822231","899.185631734632","1135.95325175538","1309.09536043569","1374.96338790577","1417.3620810404","1547.56330602218","1820.34524936539","2140.3779321601","2308.02282103177","2186.30605416855","1924.24985363989","1834.25537538727","1803.59779442416","1876.247029592","2011.2833765639","2135.49660407474","2241.67020788916","2342.63824001954","2699.1003415346","2989.08881409463","3217.95517129746","3451.03597301397","3682.0907726124","3987.41299927566","4273.28541806081","4253.72790062155","4056.75764721747","4151.52564296725","4033.42242632656","3779.38884951215","3769.51025283141","4089.46408253645","4580.04120233549","5273.96909293802","6152.72522769087","7091.58012145153","7258.97758766328","8043.15606472531","8870.13077334882","9784.19652226795","10190.3137197367","10083.6637912372","9270.74737757972","8543.27556497928","8414.27022210227","8708.98992792203","8775.33170282459",
"Least developed countries: UN classification","LDC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","238.02752912313","268.157125141879","311.37769192383","329.466801738899","332.262272950157","320.019828786037","316.236968229091","290.060900347548","276.682893643394","252.260806083877","263.974646822551","275.389170127751","289.53730306457","289.21886498669","290.532940088499","299.444699172946","302.79772198668","312.51315442897","333.959410657592","383.383571607584","435.820820608859","483.122784307567","554.717870801067","646.760832047671","713.299046647329","773.158627757677","822.794164261357","900.785744170833","966.971114399546","1011.89936501684","1007.81557384333","995.337479165854","1001.44064789032","1046.81398763434","1088.82718530609",
"Low income","LIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404.791351224476","374.021363945435","348.422902920162","337.788830426009","322.324228982436","299.633810447878","262.155406821539","261.839438831376","263.253380547663","269.595768415398","267.710623692187","263.081058823215","268.791972474392","276.806991583707","288.847527929792","301.553241736017","342.789055440923","386.616444873129","430.02298426066","498.595095661027","582.163353872998","646.173595980586","693.893127987662","713.612508893128","756.601499574373","802.073872186246","841.060484140599","830.300809297161","809.834710126243","785.896525225777","779.816476140995","791.816942591641",
"Liechtenstein","LIE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","5120","6500","8210","10150","11190","12370","14760","18510","22610","22610","20320","18770","19010","19730","22860","31170","41500","43620","45480","47580","54350","56710","61990","70060","78590","80150","77640","78650","78870","68240","65060","68450","78680","92730","104070","112190","121890","116430","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","130","130","130","150","170","160","170","170","170","180","210","250","270","260","260","240","260","280","300","310","310","330","370","410","430","460","440","460","490","550","600","640","690","740","800","820","840","870","830","840","940","1060","1210","1360","1550","1790","2010","2410","2850","3360","3490","3640","3760","3810","3870","4040","4020",
"Lower middle income","LMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","105.43760234557","112.569518237873","121.819535204189","127.76884893674","125.431395249294","127.229421407433","127.367701120848","137.428021627311","147.997401482378","153.662388937918","163.284457446818","185.770775617183","223.966099276602","258.913888287279","268.277532526156","279.229489418261","307.203266129742","347.999465023688","413.961594666197","459.542100273822","470.947687571395","466.905470125048","441.717573973301","439.321397297717","454.702451812296","493.803328650579","528.417388131783","514.733662714942","503.591666115714","473.852849477756","470.05536802109","444.858164709757","448.870469293212","473.278492619129","511.985118657624","530.557965469818","532.443968487576","546.680997882512","555.544839303744","567.061779801609","576.514562753061","631.935452003255","730.621360280168","832.200971781211","938.051383006264","1084.10223979615","1234.58105918354","1334.2454329089","1446.87046084531","1572.8961323425","1733.11453490577","1841.21343670585","1913.88503813548","1920.98508760066","1932.20477172451","1971.93022511942","2097.63137367115","2189.43805400019",
"Low & middle income","LMY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","177.602644642615","177.475452562656","182.05228107021","197.7486109282","214.089538525067","225.739229022106","243.149924860105","290.224796642408","357.266322778188","420.404271074354","435.43273337401","453.500820519645","490.893228282688","564.401934909181","646.892149675923","698.324036951351","694.659338193854","656.016888324939","641.96891439633","652.806556463741","684.399373788021","733.583308463317","771.355236149171","771.933055624029","804.834278507462","852.943905145922","890.38088346528","911.790456940394","941.06647927948","1007.81237865469","1096.20088094196","1161.41256493235","1122.7085317431","1102.41042628667","1141.47246499042","1150.76605648177","1168.02776063342","1268.30018481808","1470.96273970483","1709.14390739901","1980.48646859268","2341.16812812984","2754.88918031596","2965.37593561815","3312.81303690673","3682.43427737643","4169.97916793997","4509.46349088258","4663.06562178961","4546.58809236589","4455.43807761734","4530.66078154725","4848.68579084043","5101.82358722112",
"Lesotho","LSO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","80","80","80","80","90","90","100","150","220","230","280","310","340","400","440","510","610","540","490","410","390","420","500","520","550","580","650","660","680","690","700","690","620","610","580","640","590","670","810","1020","1130","1300","1310","1230","1300","1440","1610","1560","1450","1340","1300","1240","1280","1360",
"Late-demographic dividend","LTE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","193.372560938208","189.630133323619","194.360944031184","215.749376776799","239.982844812962","255.931687833971","280.69141644154","342.248902050724","410.167981947911","468.057341789628","476.543082632927","510.392835650132","557.315825860193","642.209449813024","723.074132176256","738.099412755936","716.347348899559","666.599814950283","681.820787170829","710.556261836539","774.71373351927","846.538314427712","922.325345000037","994.424323050596","1018.90383589581","1139.0338402987","1156.88474318807","1179.88007899145","1218.34731221564","1380.2637445775","1566.90220989676","1704.30940503463","1651.95376824206","1588.81599378309","1634.19189762658","1645.27637950022","1721.90683517761","1917.4562095724","2276.26572432383","2689.80517747405","3188.60929649161","3878.80346053531","4701.44599291584","5132.5700236044","5771.65671787403","6501.21695003706","7473.53304837623","8274.28589767207","8682.75494787881","8515.82867579457","8359.93856370914","8562.64498307513","9351.61481268405","10024.0283950815",
"Lithuania","LTU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","2860","2980","3210","3460","3830","4700","6040","7600","8820","10620","12660","12430","12560","13290","14070","15310","16040","15170","14870","15260","17380","18990",
"Luxembourg","LUX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1630","1680","1870","1920","2020","2070","2240","2560","3030","3350","4070","5230","6890","7930","8510","9080","10650","12940","15480","15490","14930","13490","13060","13130","15610","20090","26020","28700","31500","35370","39210","40270","41570","46020","48610","50650","47100","46470","46460","45630","42630","46000","62800","73810","71580","86210","88000","71220","78220","76260","75450","75500","76470","72470","68670","66430","70910","73910",
"Latvia","LVA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","2860","2980","3310","3590","3920","4660","5810","7350","8880","11160","13440","14040","12580","13150","13850","14930","15300","15010","14600","14720","16520","17730",
"Macao SAR, China","MAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","4770","4600","5220","6510","7490","8080","8970","9990","12570","14300","16030","17430","17500","17330","15700","14650","14710","15750","16330","17870","22250","24020","26320","34580","34360","36530","45580","54870","61240","70560","74210","64350","65980","72310","78640","",
"St. Martin (French part)","MAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","220","240","250","270","290","350","440","540","580","600","650","780","980","960","940","790","730","680","770","860","1080","1110","1160","1240","1270","1230","1350","1300","1510","1460","1460","1410","1390","1400","1370","1540","1830","2070","2240","2380","2700","2880","2930","3000","2980","3090","3060","3020","2880","2880","3090","3190",
"Monaco","MCO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","620","580","510","470","500","580","710","910","1120","1280","1440","1870","1960","2380","2730","3140","3620","3740","3300","3180","3330","3930","",
"Madagascar","MDG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","140","150","160","170","170","180","180","190","210","260","310","300","310","310","390","500","510","520","480","430","400","400","370","340","300","310","280","290","290","290","280","300","300","300","280","290","300","280","340","340","340","330","380","450","470","470","480","500","520","520","490","470","470","510","520",
"Maldives","MDV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760","1860","1980","2070","2240","2620","3400","3770","3460","4540","4480","5410","5460","5960","6600","6630","6800","7320","7650","8070","8570","9140","9650",
"Middle East & North Africa","MEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2461.00158287153","2645.59233695626","2771.72547925063","2782.25438932394","2736.18091720184","2872.61516319227","2962.62882224452","2951.48338565953","3206.64043718496","3642.15669889477","4148.00185194642","4720.96699641325","5443.76489840992","6339.32320780907","6538.59049370447","6962.21946164076","7364.55024107941","8286.11064889216","8768.28340421794","8747.23699947308","8088.61528723909","7714.71703713549","7289.1980029685","7652.12802159578","7993.63057494846",
"Mexico","MEX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","360","390","440","480","510","560","610","640","680","730","820","990","1210","1460","1540","1480","1590","1890","2560","3270","3000","2400","2200","2270","2080","2040","2090","2370","2790","3250","3770","4490","5310","4790","4620","4660","5000","5510","6210","6740","7100","7360","7820","8050","8690","9250","9780","8820","9040","9310","10050","10270","10510","10170","9400","8930","9180","9430",
"Marshall Islands","MHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3070","2690","2590","2690","2830","2960","3110","3100","3130","3300","3460","3380","3510","3390","3480","3600","3600","3510","3900","4070","4310","4280","4460","4860","",
"Middle income","MIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","184.251955216636","183.945052561086","188.663736713026","204.997934973384","222.198070905779","234.245483466963","252.219213340629","301.608516740802","370.974856987114","435.876305730569","450.967282743912","469.790511790703","508.814070730039","585.441117752927","671.15566556643","724.971266291969","721.72182624086","681.898081200862","668.11148956044","679.475997072663","711.948119957118","762.094351505193","802.009325143848","804.791799010453","841.920732830463","894.759151567021","936.343323682973","961.450774714505","996.154535320561","1068.99001911378","1165.17750338457","1236.09537373347","1195.2889885879","1174.6282470226","1217.59861525428","1228.25508709042","1247.34236500423","1356.79088925425","1575.86766282076","1834.02551995221","2129.11257893703","2520.65659216996","2970.07479168961","3199.51914786283","3580.67643248872","3989.15441531228","4526.49476368547","4901.80102148037","5073.61199874095","4951.85942229384","4858.81887379797","4950.34870182611","5310.42484701093","5598.17053524247",
"North Macedonia","MKD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750","1460","1400","1790","2190","2210","2010","1910","1910","1820","1820","2090","2560","2990","3310","3580","4330","4610","4700","4810","4740","5000","5200","5110","4980","4920","5470","5910",
"Mali","MLI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","60","60","70","80","90","100","120","140","160","170","220","250","240","200","170","160","180","200","240","290","290","290","320","330","320","280","270","270","280","280","290","280","300","290","350","400","460","500","530","610","660","690","730","730","780","810","800","780","770","840","880",
"Malta","MLT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1090","1260","1560","1990","2120","2320","2660","3300","4280","4670","4550","3940","3830","3690","4000","4930","6260","6910","7600","7940","8720","8570","8600","8990","9490","9890","9810","10510","11360","11400","11270","12090","14050","15590","16300","17730","19950","19520","20540","21440","21650","22710","24260","24680","23580","23570","26350","27290",
"Myanmar","MMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","180","220","270","290","350","470","640","850","1010","1130","1220","1230","1260","1280","1290","1370","1390",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1241.50980290277","1377.78591010531","1466.46081965144","1509.7617172878","1514.72157126826","1568.03431940668","1597.98128307114","1604.7383326833","1719.79372105573","1902.86576008436","2154.88844911925","2428.07909995416","2842.35365146584","3357.80873815131","3676.41109180582","3992.91262669309","4100.59455117092","4577.74209523277","4743.93649068784","4617.99239542512","4169.75998068019","4103.50405804037","3860.74455731353","","",
"Montenegro","MNE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1970","2440","3100","3660","4320","5120","6470","6740","6930","7250","7000","7330","7320","7260","7090","7410","8440","9010",
"Mongolia","MNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1440","1320","1230","1350","1520","1690","1590","1430","1200","810","510","430","460","550","580","520","480","470","480","530","610","760","900","1120","1410","1800","1790","2000","2590","3650","4330","4210","3820","3500","3230","3630","3780",
"Northern Mariana Islands","MNP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","190","190","220","260","310","340","320","310","280","320","350","390","420","450","500","540","520","550","600","670","690","640","530","470","460","480",
"Mauritania","MRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","180","230","260","260","270","290","280","290","280","290","340","480","510","540","550","570","640","710","720","670","640","610","580","610","670","740","760","730","810","920","970","870","900","970","870","830","820","730","650","650","710","800","940","1150","1230","1380","1440","1500","1600","1760","1850","1750","1640","1510","1500","1580","1660",
"Mauritius","MUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1010","1220","1240","1280","1190","1070","1030","1060","1250","1620","2060","2220","2430","2620","2990","3120","3230","3470","3780","3900","3780","3660","3900","3970","3960","4410","5170","5600","5930","6490","7400","7800","8080","8400","9550","10520","10820","10700","10640","10980","12040","12740",
"Malawi","MWI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","60","60","60","60","60","70","80","90","110","130","130","130","150","170","190","190","180","170","170","160","150","150","160","160","180","210","200","220","160","160","170","200","200","180","160","140","170","220","300","300","310","330","370","410","450","490","460","410","370","350","340","340","350","380",
"Malaysia","MYS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","240","250","270","300","320","330","340","350","370","390","440","570","750","860","920","970","1130","1450","1790","1930","1860","1810","1950","1920","1860","1960","2140","2260","2400","2560","2880","3230","3600","4050","4500","4620","3640","3380","3460","3550","3790","4160","4740","5270","5840","6630","7510","7600","8260","9050","10180","10840","11140","10680","10150","9940","10590","11200",
"North America","NAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3222.82816799225","3352.18579169032","3540.16134349419","3802.07646438054","4109.4634095538","4279.76223513408","4643.15230646429","4963.02521925322","5119.77423064996","5503.88441773962","6157.17294206307","7171.28798408944","7908.81075352971","8462.1351414426","8945.62494349971","9549.41104604644","10666.3469881298","12047.0982073705","13214.2382598345","14172.2458079802","13993.9678733181","14337.761265678","15910.240761068","17121.4330229837","18666.203962189","20900.1821884633","23018.2520493206","23384.6189103617","23725.4215310038","23951.1311942378","25260.9130422879","25885.0612798063","26990.3051640556","28233.1121377281","29340.8423057402","30299.0558748519","30928.4499619061","32453.0054550934","34664.7122812735","35380.1978096966","35978.1293335969","38409.2278469368","42184.6128646379","45086.6257155605","46968.1145335924","47975.3705350504","48665.2313512551","47302.0481457273","48556.5888968789","50248.4440548973","52602.3789995643","53844.552340869","55490.9398401666","55827.0063874074","55856.4776756368","57449.540376948","61357.4336771103","63777.6034292735",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1980","1840","1670","1320","1340","1600","1690","1850","1990","2150","2300","2210","2270","2460","2510","2510","2370","2240","2260","2100","2010","2290","2890","3530","4040","4210","4310","4260","4510","5150","5680","5910","5760","5290","4700","4610","4900","5060",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1830","2160","2520","3220","3420","3780","3990","5270","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14530","14760","15200","16070","16340","16780","18220","18240","17810","15730","14810","14020","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","150","160","160","170","170","170","160","150","150","160","150","160","210","230","220","230","280","350","410","400","350","290","210","220","250","270","330","320","330","360","420","340","270","240","230","230","240","230","210","210","210","230","270","310","340","360","420","450","480","480","520","540","550","520","500","490","540","560",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","560","560","640","760","970","1260","1450","1130","970","790","710","680","550","560","510","510","360","310","310","390","440","440","460","470","530","630","710","870","1030","1350","1610","1960","2040","2140","2190","2460","2720","2990","2880","2470","2100","1970","2030",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","150","160","200","230","290","290","310","310","320","330","380","510","570","600","680","650","500","600","660","680","680","700","690","750","860","680","360","310","220","240","290","450","610","880","880","880","930","960","970","960","1000","1080","1160","1200","1290","1390","1380","1460","1570","1690","1780","1850","1910","2000","2080","2020","1910",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1220","1310","1460","1700","1840","2000","2230","2550","2890","3290","3850","5070","6370","7630","8350","9100","10460","12760","14830","14000","12350","11070","10730","10330","11690","14720","18570","19540","20320","21280","23520","24040","25370","27690","29750","29800","28260","28670","28810","27390","27020","30950","37280","42050","45910","49110","52670","53670","53900","54480","52930","52950","51980","49810","46900","47140","51310","53200",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1610","1710","1860","2050","2240","2470","2630","2850","3120","3570","4230","5320","6750","8380","9150","9960","11110","13110","15650","16420","15750","14940","15150","15710","17550","20830","23970","25080","26510","27830","30790","30220","30860","32700","35800","37920","36110","35550","36570","38250","39880","44750","54110","63790","69990","78500","87520","87910","88560","90420","99220","104330","104560","93110","81810","76210","80640","82500",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","70","80","70","70","70","70","80","80","100","110","120","120","120","130","140","160","150","140","160","160","170","180","200","210","210","210","200","190","200","200","210","220","210","220","230","240","240","260","280","310","340","370","430","480","540","610","700","750","770","780","770","860","970","1090",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8750","12260","12950","11390","10220","10160","12040","14230",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","3000","3990","4930","4970","4650","4550","5230","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15280","16730","17160","15790","15040","14080","13810","14170","16960","21500","25440","26400","28170","28680","29710","29690","32270","36730","39910","41630","40560","39390","38170","41100","42670",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1454.54801988362","1540.62495994843","1655.91214213612","1792.36823816052","1950.14264622461","2070.47053873655","2267.14950721724","2459.50082944331","2601.45561095109","2835.26998879342","3244.9370657744","3963.41678745351","4627.9660768441","5169.72556224702","5459.18164453545","5831.70759838529","6639.63381594338","7935.388005665","9146.98901444112","9512.70972720956","9030.41983430918","8638.58284303428","8938.26608433001","9348.78842047586","10477.6754409656","12535.3858494317","15217.3301569684","16024.9253900261","16771.4852582672","17424.1254116047","18889.8593180501","19343.2601241319","20302.3147136226","21567.1209568146","22546.7467485615","22644.0682708025","21851.8952054977","22133.9662998197","23085.9328933751","23056.5143203365","22924.415954364","24664.4742395432","28121.953382787","30978.1513465537","32511.8906457096","33770.3292914611","35150.3976136023","34504.3856040799","35424.9708162136","36582.5157748554","37731.003563757","38369.3293352003","38485.6620111164","37369.7072476557","36465.0519251417","36596.7699121381","38941.3885739559","40115.3827331575",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","160","230","280","320","330","360","310","700","1510","2770","2720","2650","3070","3960","5480","6210","6160","6320","6560","5930","5390","5210","5660","5710","6040","6510","6280","6160","6270","6470","6810","6490","6380","7070","7920","7960","8250","9380","10620","11510","14490","17430","17740","18500","16760","19190","20320","19170","17790","15810","14020","14160","15330",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4222.89846993118","4711.07543891588","5711.68620867757","6865.66916721514","8308.41486542169","9776.7310543584","11178.8688089707","11019.3728861785","11510.3066735682","12477.1333642785","13805.7499147334","14832.740721143","15021.0159980379","14038.3493145627","12910.7420126274","12395.0947878315","13191.1427870559","13765.9505949808",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","100","110","120","130","150","160","180","180","180","150","150","160","190","210","260","300","350","390","400","390","380","380","390","400","430","420","420","420","440","450","450","490","500","490","460","450","490","520","550","600","680","770","830","890","970","1010","1030","1090","1200","1290","1320","1360","1420","1500","1590","1530",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","550","590","630","670","710","770","810","890","960","1090","1220","1370","1350","1360","1570","1760","2200","2410","2590","2530","2530","2820","2860","3280","2740","2570","2660","2730","3020","3260","3440","3470","3560","3600","3690","3760","3910","3840","3970","4110","4510","4790","5100","5770","6540","6900","7260","8550","9540","10630","11190","12200","12780","13750","14420","14950",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","300","340","380","450","490","470","480","500","560","630","740","930","1080","1070","1020","870","910","1020","1170","1130","920","890","840","840","950","790","790","840","1220","1420","1550","1760","1950","2150","2280","2150","2030","1970","1900","1960","2080","2280","2540","2810","3210","3790","3970","4410","4970","5790","6420","6530","6340","6110","6060","6470","6740",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","220","190","170","180","200","210","220","240","220","220","220","260","320","380","420","450","500","590","700","750","740","680","570","520","540","600","660","700","720","730","770","820","920","1020","1160","1230","1200","1180","1150","1160","1130","1170","1290","1380","1490","1720","2000","2170","2370","2520","2860","3160","3330","3380","3450","3530","3710","3850",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9180","8820","9420","10570","10760","11660","11640","11200","11430","12140","12590","12830","14020","16180","16870","16400","17280","",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","120","140","150","160","180","200","220","240","270","350","440","490","470","470","570","640","710","720","650","610","600","610","640","690","790","800","740","790","840","980","1030","950","930","850","720","630","570","510","480","470","540","650","790","1070","1400","1510","1740","1820","2270","2500","2990","2910","2700","2570","2570","2780",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080","2480","2760","3240","3830","4230","4350","4430","4660","4700","4880","5480","6260","7350","8470","9970","11970","12530","12770","12950","13300","13530","13680","13350","12680","12740","14150","15200",
